groupId,name,id,urlkey
8796642,"Art",1502,"art"
8796642,"Software Development",3833,"softwaredev"
8796642,"Women in Technology",10296,"witi"
8796642,"Technology",10579,"technology"
8796642,"Women Entrepreneurs",15497,"women-entrepreneurs"
8796642,"Web Development",15582,"web-development"
8796642,"Mobile Technology",16216,"mobile-technology"
8796642,"Digital Media",17188,"digital-media"
8796642,"Women's Empowerment",17933,"womens-empowerment"
8796642,"Mobile Development",21441,"mobile-development"
8796642,"Open Innovation",51127,"open-innovation"
8796642,"Social Coding",90286,"social-coding"
8796642,"hackspaces",1022362,"hackspaces"
20244964,"New Technology",9696,"newtech"
20244964,"Web Development",15582,"web-development"
20244964,"Big Data",18062,"big-data"
20244964,"User Experience",19243,"user-experience"
20244964,"Entrepreneurship",19882,"entrepreneurship"
20244964,"Startup Businesses",21681,"startup-businesses"
20244964,"Financial Technology",34050,"financial-technology"
20244964,"Cassandra",77842,"cassandra"
20244964,"JavaScript Frameworks",85951,"javascript-frameworks"
20244964,"Technology Startups",108403,"technology-startups"
20244964,"MongoDB",121802,"mongodb"
20244964,"AngularJS",939612,"angularjs"
20244964,"Elasticsearch",1058992,"elasticsearch"
20244964,"Apache Spark",1471442,"apache-spark"
20244964,"React Native",1505697,"react-native"
1640936,"Open Source",563,"opensource"
1640936,"Software Development",3833,"softwaredev"
1640936,"JavaScript",7029,"javascript"
1640936,"Web Technology",10209,"web"
1640936,"Web Development",15582,"web-development"
1640936,"JQuery",16137,"jquery"
1640936,"AJAX",37550,"ajax"
1640936,"JavaScript Libraries",56555,"javascript-libraries"
1640936,"Dojo Toolkit",83050,"dojo-toolkit"
1640936,"JavaScript Frameworks",85951,"javascript-frameworks"
1640936,"nodeJS",101960,"nodejs"
1640936,"AngularJS",939612,"angularjs"
1640936,"Typescript",1478042,"typescript"
1640936,"ES6",1504016,"es6"
1640936,"ReactJS",1504812,"reactjs"
17611242,"Open Source",563,"opensource"
17611242,"Software Development",3833,"softwaredev"
17611242,"JavaScript",7029,"javascript"
17611242,"Web Technology",10209,"web"
17611242,"Web Development",15582,"web-development"
17611242,"JavaScript Libraries",56555,"javascript-libraries"
17611242,"HTML5",78565,"html5"
17611242,"JavaScript Frameworks",85951,"javascript-frameworks"
17611242,"nodeJS",101960,"nodejs"
17611242,"AngularJS",939612,"angularjs"
17611242,"Open Source Frameworks",999172,"open-source-frameworks"
1637799,"Open Source",563,"opensource"
1637799,".NET",827,"dotnet"
1637799,"New Technology",9696,"newtech"
1637799,"Rich Internet Applications",9886,"ria"
1637799,"Web Development",15582,"web-development"
1637799,"ASP.NET",16136,"asp-net"
1637799,"Mobile Technology",16216,"mobile-technology"
1637799,"financial services",19261,"financial-services"
1637799,"WCF",23122,"wcf"
1637799,"Silverlight",23123,"silverlight"
1637799,"WPF",23124,"wpf"
1637799,"Computer programming",48471,"computer-programming"
12928082,"Java",189,"java"
12928082,"Open Source",563,"opensource"
12928082,"C/C++",1327,"c"
12928082,"C#",2260,"csharp"
12928082,"Software Development",3833,"softwaredev"
12928082,"Big Data",18062,"big-data"
12928082,"High Scalability Computing",24410,"high-scalability-computing"
12928082,"MapReduce",27591,"mapreduce"
12928082,"NoSQL",58162,"nosql"
12928082,"GemFire",1424812,"gemfire"
12928082,"Data Grid",1439422,"data-grid"
18731502,"Open Source",563,"opensource"
18731502,"Innovation",1954,"innovation"
18731502,"Technology",10579,"technology"
18731502,"Online Marketing",15585,"online-marketing"
18731502,"Magento",16390,"magento"
18731502,"Fashion Entrepreneurs",19355,"fashion-entrepreneurs-sharing-successful-secrets"
18731502,"Technology Professionals",22203,"technology-professionals"
18731502,"E-Commerce",27954,"internet-ecommerce"
18731502,"DevOps",87614,"devops"
18731502,"eCommerce Technology",132503,"ecommerce-technology"
18731502,"fashion technology",172582,"fashion-technology"
18731502,"eCommerce Marketing",805252,"ecommerce-marketing"
18731502,"Demandware",1143402,"demandware"
19593715,"Open Source",563,"opensource"
19593715,"International Relations",3634,"intlrel"
19593715,"Software Development",3833,"softwaredev"
19593715,"New Technology",9696,"newtech"
19593715,"Internet Professionals",10102,"internetpro"
19593715,"Web Technology",10209,"web"
19593715,"Digital Media",17188,"digital-media"
19593715,"Big Data",18062,"big-data"
19593715,"United Nations",19440,"united-nations"
19593715,"peace and security",129674,"peace-and-security"
19593715,"Geopolitics",137697,"geopolitics"
19593715,"Global Solutions",708602,"global-solutions"
19593715,"Global Challenges",1093142,"global-challenges"
19593715,"Social Media for Public Diplomacy",1232192,"social-media-for-public-diplomacy"
19593715,"Global Conflict and Resolution",1506659,"global-conflict-and-resolution"
20124154,"Java",189,"java"
20124154,"New Technology",9696,"newtech"
20124154,"Web Technology",10209,"web"
20124154,"Cloud Computing",15167,"cloud-computing"
20124154,"Big Data",18062,"big-data"
20124154,"Startup Businesses",21681,"startup-businesses"
20124154,"High Scalability Computing",24410,"high-scalability-computing"
20124154,"Data Analytics",30928,"data-analytics"
20124154,"NoSQL",58162,"nosql"
20124154,"Cassandra",77842,"cassandra"
18751231,"Open Source",563,"opensource"
18751231,"New Technology",9696,"newtech"
18751231,"Cloud Computing",15167,"cloud-computing"
18751231,"Big Data",18062,"big-data"
18751231,"Computer programming",48471,"computer-programming"
18751231,"APIs",80749,"apis"
18751231,"Application Programming Interface",1345202,"application-programming-interface"
18751231,"Kong",1506438,"kong"
19866111,"Software Development",3833,"softwaredev"
19866111,"New Technology",9696,"newtech"
19866111,"Web Technology",10209,"web"
19866111,"Cloud Computing",15167,"cloud-computing"
19866111,"Web Development",15582,"web-development"
19866111,"Mobile Technology",16216,"mobile-technology"
19866111,"Virtualization",20479,"virtualization"
19866111,"Mobile Development",21441,"mobile-development"
19866111,"PaaS (Platform as a Service)",31197,"paas"
19866111,"SaaS (Software as a Service)",33089,"saas-software-as-a-service"
19866111,"Computer programming",48471,"computer-programming"
19866111,"IaaS (Infrastructure as a Service)",107633,"iaas-infrastructure-as-a-service"
19866111,"Low-Code",1510550,"low-code"
19911171,"Artificial Intelligence",456,"ai"
19911171,"Self-Improvement",3336,"self-improvement"
19911171,"Mindfulness",15920,"mindfulness"
19911171,"Games",15992,"games"
19911171,"Artists",16573,"boston-artists"
19911171,"Entrepreneurship",19882,"entrepreneurship"
19911171,"Machine Learning",29971,"machine-learning"
19911171,"neural networks",39679,"neural-networks"
19911171,"Human-Computer Interaction",71162,"human-computer-interaction"
19911171,"Human-Centered Design",71772,"human-centered-design"
19911171,"Artificial Intelligence Applications",90163,"artificial-intelligence-applications"
19911171,"London Entrepreneurs",97968,"london-entrepreneurs"
19911171,"Speech Recognition",101020,"speech-recognition"
19911171,"Data Science",102811,"data-science"
19911171,"Technology Startups",108403,"technology-startups"
4092422,"Data Management",10494,"datamanagement"
4092422,"Business Intelligence",10538,"businessintell"
4092422,"Cloud Computing",15167,"cloud-computing"
4092422,"Hadoop",18060,"hadoop"
4092422,"Big Data",18062,"big-data"
4092422,"High Scalability Computing",24410,"high-scalability-computing"
4092422,"MapReduce",27591,"mapreduce"
4092422,"Machine Learning",29971,"machine-learning"
4092422,"Data Analytics",30928,"data-analytics"
4092422,"SQL",33167,"sql"
4092422,"Data Visualization",37381,"data-visualization"
4092422,"Data Mining",55324,"data-mining"
4092422,"NoSQL",58162,"nosql"
4092422,"Hive",61679,"hive"
4092422,"Apache Pig",233811,"apache-pig"
18653704,"Software Development",3833,"softwaredev"
18653704,"Cloud Computing",15167,"cloud-computing"
18653704,"Technology Startups",108403,"technology-startups"
18653704,"SAP HANA Technology",1023872,"sap-hana-technology"
18653704,"SAP SuccessFactors",1506038,"sap-successfactors"
14064142,"Open Source",563,"opensource"
14064142,"Python",1064,"python"
14064142,"Data Management",10494,"datamanagement"
14064142,"Business Intelligence",10538,"businessintell"
14064142,"Big Data",18062,"big-data"
14064142,"Machine Learning",29971,"machine-learning"
14064142,"Data Analytics",30928,"data-analytics"
14064142,"Data Visualization",37381,"data-visualization"
14064142,"Data Mining",55324,"data-mining"
14064142,"Data Science",102811,"data-science"
19016212,"Physics",86,"physics"
19016212,"Futurology",429,"future"
19016212,"Open Source",563,"opensource"
19016212,"Philosophy",849,"philosophy"
19016212,"Architecture",1737,"architecture"
19016212,"Product Design",2993,"productdesign"
19016212,"Psychology",3485,"psychology"
19016212,"Technology",10579,"technology"
19016212,"Critical Thinking",15544,"critical-thinking"
19016212,"Urban Design",16199,"urban-design"
19016212,"Game Design",19225,"game-design"
19016212,"Self Exploration",29158,"self-exploration"
19016212,"Mathematics",33876,"mathematics"
19016212,"Computer programming",48471,"computer-programming"
19016212,"decision making",162239,"decision-making"
18240021,"Business Intelligence",10538,"businessintell"
18240021,"Web Analytics",24439,"web-analytics"
18240021,"Data Analytics",30928,"data-analytics"
18240021,"Data Visualization",37381,"data-visualization"
18240021,"Data Mining",55324,"data-mining"
18240021,"Data Science",102811,"data-science"
18240021,"Snowplow",1509862,"snowplow"
3072772,"Open Source",563,"opensource"
3072772,"Software Development",3833,"softwaredev"
3072772,"Social Networking",4422,"socialnetwork"
3072772,"New Technology",9696,"newtech"
3072772,"Web Development",15582,"web-development"
3072772,"Ruby On Rails",20837,"ruby-on-rails"
3072772,"Computer programming",48471,"computer-programming"
3072772,"nodeJS",101960,"nodejs"
3072772,"CoffeeScript",101961,"coffeescript"
11854362,"Open Source",563,"opensource"
11854362,"Python",1064,"python"
11854362,"Software Development",3833,"softwaredev"
11854362,"JavaScript",7029,"javascript"
11854362,"Women Entrepreneurs",15497,"women-entrepreneurs"
11854362,"Web Development",15582,"web-development"
11854362,"Android Development",20346,"android-developers"
11854362,"Ruby On Rails",20837,"ruby-on-rails"
11854362,"Mobile Development",21441,"mobile-development"
11854362,"Computer programming",48471,"computer-programming"
11854362,"UX Design",61781,"ux-design"
11854362,"HTML5",78565,"html5"
11854362,"iOS Development",127567,"ios-development"
11854362,"Women Who Code",1398192,"women-who-code"
11854362,"WWC",1489532,"wwc"
19147291,"Open Source",563,"opensource"
19147291,"Software Development",3833,"softwaredev"
19147291,"New Technology",9696,"newtech"
19147291,"Web Development",15582,"web-development"
19147291,"Middleware",43599,"middleware"
19147291,"Microservices",1504699,"microservices"
13320732,"Open Source",563,"opensource"
13320732,"Python",1064,"python"
13320732,"Software Development",3833,"softwaredev"
13320732,"Programming Languages",17628,"programming-languages"
13320732,"Computer programming",48471,"computer-programming"
13320732,"Functional Programming in Python",150644,"functional-programming-in-python"
13320732,"Learn Python The Hard Way",765532,"learn-python-the-hard-way"
13320732,"Python Web Development",917242,"python-web-development"
13320732,"Open source python",917262,"open-source-python"
20079135,"Data Management",10494,"datamanagement"
20079135,"Taxonomy",18015,"taxonomy"
20079135,"Big Data",18062,"big-data"
20079135,"Information Governance",25032,"information-governance"
20079135,"metadata",33730,"metadata"
20079135,"Regulatory Compliance",84433,"regulatory-compliance"
20079135,"Risk Governance and Compliance",91744,"risk-governance-and-compliance"
20079135,"Data Quality",173332,"data-quality"
20079135,"Data Governance",173333,"data-governance"
20079135,"Data Analysis",890232,"data-analysis"
20079135,"Data Integration",1189312,"data-integration"
20079135,"Data Strategy",1440562,"data-strategy"
14210482,"Data Management",10494,"datamanagement"
14210482,"Big Data",18062,"big-data"
14210482,"MapReduce",27591,"mapreduce"
14210482,"Data Analytics",30928,"data-analytics"
14210482,"Predictive Analytics",38458,"predictive-analytics"
14210482,"Computer programming",48471,"computer-programming"
14210482,"Quantitative Analysis",54631,"quantitative-analysis"
14210482,"Data Mining",55324,"data-mining"
14210482,"Big Data Analytics",383411,"big-data-analytics"
14210482,"Kx",1503736,"kx"
20005423,"JavaScript",7029,"javascript"
20005423,"Web Technology",10209,"web"
20005423,"Cloud Computing",15167,"cloud-computing"
20005423,"Web Development",15582,"web-development"
20005423,"Database Development",21506,"database-development"
20005423,"High Scalability Computing",24410,"high-scalability-computing"
20005423,"NoSQL",58162,"nosql"
20005423,"Low-Latency",62584,"low-latency"
20005423,"Network Design",65736,"network-design"
20005423,"High Performance Computing",77687,"high-performance-computing"
20005423,"Technology Strategy",223901,"technology-strategy"
20005423,"Technical Architecture",845072,"technical-architecture"
20005423,"Solution Architecture",845082,"solution-architecture"
20005423,"Docker",1454542,"docker"
20005423,"DevOps Automation",1508781,"devops-automation"
17203762,"Java",189,"java"
17203762,"Open Source",563,"opensource"
17203762,"Software Development",3833,"softwaredev"
17203762,"New Technology",9696,"newtech"
17203762,"Algorithmic Trading",37627,"algorithmic-trading"
17203762,"High Frequency Trading",38724,"high-frequency-trading"
17203762,"Software Design",39090,"software-design"
17203762,"Software QA and Testing",42277,"software-qa-and-testing"
17203762,"Software Architecture",56473,"software-architecture"
17203762,"Java Virtual Machine",57878,"java-virtual-machine"
17203762,"Low-Latency",62584,"low-latency"
17203762,"Software Quality",65173,"software-quality"
17203762,"Load Testing and Performance",72378,"load-testing-and-performance"
17203762,"Real Time Analytics",87938,"real-time-analytics"
20324919,"Big Data",18062,"big-data"
20324919,"financial services",19261,"financial-services"
20324919,"Banking",19709,"banking"
20324919,"Entrepreneurship",19882,"entrepreneurship"
20324919,"Finance",22467,"finance"
20324919,"Crowdfunding",22816,"crowdfunding"
20324919,"Financial Technology",34050,"financial-technology"
20324919,"Business Funding",52522,"business-funding"
20324919,"Financial Services Industry",106432,"financial-services-industry"
20324919,"Alternative Finance",109802,"alternative-finance"
20324919,"Distributed Systems",113032,"distributed-systems"
20324919,"Payment Systems",127600,"payment-systems"
20324919,"Financial Innovation",131681,"financial-innovation"
20324919,"Peer-to-Peer Lending",298291,"peer-to-peer-lending"
20324919,"Small - Medium Business",1485592,"small-medium-business"
17527352,"Java",189,"java"
17527352,"Open Source",563,"opensource"
17527352,"Software Development",3833,"softwaredev"
17527352,"JavaScript",7029,"javascript"
17527352,"Web Technology",10209,"web"
17527352,"Web Development",15582,"web-development"
17527352,"Mobile Development",21441,"mobile-development"
17527352,"Agile Project Management",21549,"agile-project-management"
17527352,"Lean Startup",38660,"lean-startup"
17527352,"Computer programming",48471,"computer-programming"
17527352,"HTML5",78565,"html5"
17527352,"DevOps",87614,"devops"
17527352,"Docker",1454542,"docker"
17527352,"Microservices",1504699,"microservices"
1684030,"Open Source",563,"opensource"
1684030,"Web Design",659,"webdesign"
1684030,"Rich Internet Applications",9886,"ria"
1684030,"Internet Professionals",10102,"internetpro"
1684030,"Web Technology",10209,"web"
1684030,"Drupal",10358,"drupal"
1684030,"Web Development",15582,"web-development"
1684030,"Digital Media",17188,"digital-media"
1684030,"User Group",17638,"user-group"
1684030,"London",17703,"london"
1684030,"Digital Publishing",25681,"digital-publishing"
1684030,"CMS (Content Management Systems)",28990,"cms"
9314882,"Linux",188,"linux"
9314882,"Unix",405,"unix"
9314882,"Open Source",563,"opensource"
9314882,"Perl",835,"perl"
9314882,"System Administration",2109,"sysadmin"
9314882,"Software Development",3833,"softwaredev"
9314882,"JavaScript",7029,"javascript"
9314882,"Programming Languages",17628,"programming-languages"
9314882,"Hacking",21123,"hacking"
9314882,"Web Programming",39049,"web-programmers"
9314882,"Computer programming",48471,"computer-programming"
9314882,"DevOps",87614,"devops"
9314882,"Perl scripting",164590,"perl-scripting"
17035702,"Artificial Intelligence",456,"ai"
17035702,"Robotics",682,"robotics"
17035702,"Computer Science",21751,"computer-science"
17035702,"Machine Learning",29971,"machine-learning"
17035702,"Image Processing",47490,"image-processing"
17035702,"computer graphics",61907,"computer-graphics"
17035702,"Computer Vision",126717,"computer-vision"
17035702,"UAV",139340,"uav"
17035702,"Kinect",141740,"kinect"
17035702,"machine vision",150896,"machine-vision"
17035702,"Aerial photography",572962,"aerial-photography"
17035702,"3D Scanning",618642,"3d-scanning"
17035702,"OpenCV",1015222,"opencv"
17035702,"Drones",1162902,"drones"
17035702,"Photogrametry & Remote Sensing",1390852,"photogrametry-remote-sensing"
18416198,"Open Source",563,"opensource"
18416198,"Web Design",659,"webdesign"
18416198,"Software Development",3833,"softwaredev"
18416198,"Internet Professionals",10102,"internetpro"
18416198,"Cloud Computing",15167,"cloud-computing"
18416198,"Mobile Development",21441,"mobile-development"
18416198,"Agile Project Management",21549,"agile-project-management"
18416198,"PaaS (Platform as a Service)",31197,"paas"
18416198,"Enterprise Software",138005,"enterprise-software"
18416198,"OpenStack",142180,"openstack"
18416198,"Cloud Foundry",514432,"cloud-foundry"
19317857,"Software Development",3833,"softwaredev"
19317857,"New Technology",9696,"newtech"
19317857,"Internet Professionals",10102,"internetpro"
19317857,"Women Entrepreneurs",15497,"women-entrepreneurs"
19317857,"Professional Networking",15720,"professional-networking"
19317857,"Small Business Marketing Strategy",17325,"small-business-marketing-strategy"
19317857,"Business Strategy",17635,"business-strategy"
19317857,"Big Data",18062,"big-data"
19317857,"Entrepreneurship",19882,"entrepreneurship"
19317857,"Entrepreneur Networking",20060,"business-entrepreneur-networking"
19317857,"Startup Businesses",21681,"startup-businesses"
19317857,"Technology Startups",108403,"technology-startups"
19960400,"System Administration",2109,"sysadmin"
19960400,"CCIE",4000,"ccie"
19960400,"New Technology",9696,"newtech"
19960400,"Cisco Systems",10120,"ciscosystems"
19960400,"Cloud Computing",15167,"cloud-computing"
19960400,"Virtualization",20479,"virtualization"
19960400,"PaaS (Platform as a Service)",31197,"paas"
19960400,"SaaS (Software as a Service)",33089,"saas-software-as-a-service"
19960400,"Operations and Data Center Management",46817,"operations-and-data-center-management"
19960400,"Data Center and Operations Automation",46831,"data-center-and-operations-automation"
19960400,"Data Center Networking and Design",65735,"data-center-networking-and-design"
19960400,"DevOps",87614,"devops"
19960400,"IaaS (Infrastructure as a Service)",107633,"iaas-infrastructure-as-a-service"
19960400,"OpenStack",142180,"openstack"
18657875,"Artificial Intelligence",456,"ai"
18657875,"Machine Learning",29971,"machine-learning"
18657875,"Mathematics",33876,"mathematics"
18657875,"neural networks",39679,"neural-networks"
18657875,"Artificial Intelligence Applications",90163,"artificial-intelligence-applications"
18657875,"Data Science",102811,"data-science"
18657875,"Artificial Intelligence Programming",745722,"artificial-intelligence-programming"
18657875,"Deep Learning",1456952,"deep-learning"
18657875,"Belief networks",1484902,"belief-networks"
15841882,"Open Source",563,"opensource"
15841882,"Software Development",3833,"softwaredev"
15841882,"New Technology",9696,"newtech"
15841882,"Internet Professionals",10102,"internetpro"
15841882,"Web Technology",10209,"web"
15841882,"Women's Social",10232,"women"
15841882,"Technology",10579,"technology"
15841882,"Web Development",15582,"web-development"
15841882,"Mobile Technology",16216,"mobile-technology"
15841882,"Entrepreneurship",19882,"entrepreneurship"
15841882,"Android Development",20346,"android-developers"
15841882,"Mobile Development",21441,"mobile-development"
15841882,"girl nerds",277791,"girl-nerds"
15841882,"geek girls",371581,"geek-girls"
18477660,"Open Source",563,"opensource"
18477660,"Innovation",1954,"innovation"
18477660,"Education & Technology",7203,"edtech"
18477660,"New Technology",9696,"newtech"
18477660,"Web Technology",10209,"web"
18477660,"Technology",10579,"technology"
18477660,"Mobile Technology",16216,"mobile-technology"
18477660,"Digital Media",17188,"digital-media"
18477660,"Open Government",17619,"open-government"
18477660,"Entrepreneurship",19882,"entrepreneurship"
18477660,"Open Data",60043,"open-data"
18477660,"Technology Startups",108403,"technology-startups"
18477660,"st albans",148680,"st-albans"
18477660,"Civic Engagement & Technology",728662,"civic-engagement-technology"
19040861,"Apache",190,"apache"
19040861,"Open Source",563,"opensource"
19040861,"Big Data",18062,"big-data"
19040861,"Internet of Things",79740,"internet-of-things"
19040861,"Stream Processing",1438362,"stream-processing"
19040861,"Apache Spark",1471442,"apache-spark"
19040861,"Apache Kafka",1488792,"apache-kafka"
19309151,"Open Source",563,"opensource"
19309151,"Innovation",1954,"innovation"
19309151,"Neuroscience",6960,"neuroscience"
19309151,"Education & Technology",7203,"edtech"
19309151,"New Technology",9696,"newtech"
19309151,"Technology",10579,"technology"
19309151,"Quantified Self",24099,"quantified-self"
19309151,"Brain",89961,"brain"
19309151,"Biotechnology",109595,"biotechnology"
19309151,"Neurotechnology",120848,"neurotechnology"
19309151,"DIY Technology",153215,"diy-technology"
19309151,"Man-machine interface",677822,"man-machine-interface"
19309151,"man-machine integration",677842,"man-machine-integration"
19309151,"neuroengineering",712632,"neuroengineering"
19309151,"brain-computer interface",712642,"brain-computer-interface"
19839585,"Semantic Web",1372,"semweb"
19839585,"Web 3.0",17956,"web-3-0"
19839585,"Ontology",17957,"ontology"
19839585,"OWL",23004,"owl"
19839585,"RDF",23005,"rdf"
19839585,"Web Ontology Language",23006,"web-ontology-language"
19839585,"Linked Data",24778,"linked-data"
19839585,"Web of Data",25583,"web-of-data"
19839585,"Semantic Technologies",27882,"semantic-technologies"
19839585,"Data Mining",55324,"data-mining"
19839585,"Open Data",60043,"open-data"
19839585,"Semantic Search",76404,"semantic-search"
19839585,"Graph Databases",193021,"graph-databases"
19839585,"Linked Data User Experience",1402782,"linked-data-user-experience"
18362978,"Open Source",563,"opensource"
18362978,"Web Technology",10209,"web"
18362978,"Web Development",15582,"web-development"
18362978,"Documentation",20235,"documentation"
8172132,"Linux",188,"linux"
8172132,"Open Source",563,"opensource"
8172132,"System Administration",2109,"sysadmin"
8172132,"New Technology",9696,"newtech"
8172132,"Virtualization",20479,"virtualization"
8172132,"Agile Project Management",21549,"agile-project-management"
8172132,"Configuration Management",46810,"configuration-management"
8172132,"Operations and Data Center Management",46817,"operations-and-data-center-management"
8172132,"Data Center and Operations Automation",46831,"data-center-and-operations-automation"
8172132,"DevOps",87614,"devops"
8172132,"Infrastructure as Code",126177,"infrastructure-as-code"
8172132,"Web Operations",230341,"web-operations"
8172132,"Dev Ops",257541,"dev-ops"
3269222,"Data Management",10494,"datamanagement"
3269222,"Hadoop",18060,"hadoop"
3269222,"Big Data",18062,"big-data"
3269222,"Data Visualization",37381,"data-visualization"
3269222,"HBase",61680,"hbase"
3269222,"Data Science",102811,"data-science"
18934376,"Artificial Intelligence",456,"ai"
18934376,"Machine Learning",29971,"machine-learning"
18934376,"Data Analytics",30928,"data-analytics"
18934376,"neural networks",39679,"neural-networks"
18934376,"Artificial Intelligence Applications",90163,"artificial-intelligence-applications"
18934376,"Data Science",102811,"data-science"
18934376,"Technology Startups",108403,"technology-startups"
18934376,"Artificial Intelligence Programming",745722,"artificial-intelligence-programming"
18934376,"Deep Learning",1456952,"deep-learning"
18770537,"Open Source",563,"opensource"
18770537,"Software Development",3833,"softwaredev"
18770537,"Education & Technology",7203,"edtech"
18770537,"New Technology",9696,"newtech"
18770537,"Internet Professionals",10102,"internetpro"
18770537,"Web Technology",10209,"web"
18770537,"Technology",10579,"technology"
18770537,"Web Development",15582,"web-development"
18770537,"Mobile Technology",16216,"mobile-technology"
18770537,"Mobile Development",21441,"mobile-development"
18770537,"Startup Businesses",21681,"startup-businesses"
18770537,"Clean Technology",24234,"clean-tech"
18770537,"Computer programming",48471,"computer-programming"
18770537,"Technology Startups",108403,"technology-startups"
18770537,"iOS Development",127567,"ios-development"
19040874,"Data Management",10494,"datamanagement"
19040874,"Business Intelligence",10538,"businessintell"
19040874,"Hadoop",18060,"hadoop"
19040874,"Big Data",18062,"big-data"
19040874,"Business Intelligence Best Practices",22622,"business-intelligence-best-practices"
19040874,"Data Visualization",37381,"data-visualization"
19040874,"Predictive Analytics",38458,"predictive-analytics"
19040874,"Data Mining",55324,"data-mining"
19040874,"Business Analytics",98842,"business-analytics"
19040874,"Pentaho",162018,"pentaho"
19040874,"Data Governance",173333,"data-governance"
19040874,"Big Data Analytics",383411,"big-data-analytics"
19040874,"Data Integration",1189312,"data-integration"
19040874,"Data Warehouse",1413652,"data-warehouse"
18899567,"Spanish Language",183,"spanish"
18899567,"German Language",644,"german"
18899567,"Portuguese Language",712,"portuguese"
18899567,"Language & Culture",10454,"language"
18899567,"English Language",25698,"english-language"
18899567,"Language Exchange",26212,"language-exchange"
18899567,"Machine Learning",29971,"machine-learning"
18899567,"Spanish English Exchange",48618,"spanish-english-exchange"
18899567,"Spanish & English Language Exchange",56282,"spanish-english-language-exchange"
18676339,"Environment",89,"environment"
18676339,"Open Source",563,"opensource"
18676339,"Conservation",1700,"conservation"
18676339,"Ecology",3007,"ecology"
18676339,"Software Development",3833,"softwaredev"
18676339,"New Technology",9696,"newtech"
18676339,"Internet Professionals",10102,"internetpro"
18676339,"Technology",10579,"technology"
18676339,"Information Technology",15568,"information-technology"
18676339,"Mobile Technology",16216,"mobile-technology"
18676339,"Technology Professionals",22203,"technology-professionals"
18676339,"Wildlife Conservation",33650,"wildlife-conservation"
18676339,"Internet of Things",79740,"internet-of-things"
18676339,"IT Professionals",164111,"it-professionals"
18676339,"Smart Sensors",871222,"smart-sensors"
19040886,"New Technology",9696,"newtech"
19040886,"Cloud Computing",15167,"cloud-computing"
19040886,"Big Data",18062,"big-data"
19040886,"Entrepreneurship",19882,"entrepreneurship"
19040886,"Startup Businesses",21681,"startup-businesses"
19040886,"Data Analytics",30928,"data-analytics"
19040886,"Predictive Analytics",38458,"predictive-analytics"
19040886,"Data Mining",55324,"data-mining"
19040886,"Data Science",102811,"data-science"
19040886,"Big Data Analytics",383411,"big-data-analytics"
16403562,"Innovation",1954,"innovation"
16403562,"New Technology",9696,"newtech"
16403562,"Web Technology",10209,"web"
16403562,"Technology",10579,"technology"
16403562,"Cloud Computing",15167,"cloud-computing"
16403562,"Web Development",15582,"web-development"
16403562,"Mobile Technology",16216,"mobile-technology"
16403562,"Virtualization",20479,"virtualization"
16403562,"Mobile Development",21441,"mobile-development"
16403562,"PaaS (Platform as a Service)",31197,"paas"
16403562,"SaaS (Software as a Service)",33089,"saas-software-as-a-service"
16403562,"APIs",80749,"apis"
16403562,"DevOps",87614,"devops"
16403562,"IaaS (Infrastructure as a Service)",107633,"iaas-infrastructure-as-a-service"
16403562,"Technology Startups",108403,"technology-startups"
3478142,"Database Professionals",1245,"databasepro"
3478142,"Data Management",10494,"datamanagement"
3478142,"Business Intelligence",10538,"businessintell"
3478142,"Big Data",18062,"big-data"
3478142,"Text Analytics",29972,"text-analytics"
3478142,"Data Warehouses",30927,"data-warehouses"
3478142,"Data Analytics",30928,"data-analytics"
3478142,"Data Visualization",37381,"data-visualization"
3478142,"R Project for Statistical Computing",98380,"r-project-for-statistical-computing"
3478142,"Business Analytics",98842,"business-analytics"
19781050,"Linux",188,"linux"
19781050,"Open Source",563,"opensource"
19781050,".NET",827,"dotnet"
19781050,"System Administration",2109,"sysadmin"
19781050,"Software Development",3833,"softwaredev"
19781050,"New Technology",9696,"newtech"
19781050,"Cloud Computing",15167,"cloud-computing"
19781050,"Web Development",15582,"web-development"
19781050,"Big Data",18062,"big-data"
19781050,"Learning",18296,"learning"
19781050,"SQL",33167,"sql"
19781050,"NoSQL",58162,"nosql"
19781050,"DevOps",87614,"devops"
19781050,"Continuous Delivery",166000,"continuous-delivery"
19781050,"Pluralsight",939592,"pluralsight"
10238592,"Web Design",659,"webdesign"
10238592,"Software Development",3833,"softwaredev"
10238592,"Web Development",15582,"web-development"
10238592,"Big Data",18062,"big-data"
10238592,"Hacking",21123,"hacking"
10238592,"Mobile Development",21441,"mobile-development"
10238592,"Computer programming",48471,"computer-programming"
10238592,"HTML5",78565,"html5"
10238592,"APIs",80749,"apis"
10238592,"Technology Startups",108403,"technology-startups"
10238592,"Internet Startups",128595,"internet-startups"
10238592,"Big Data Analytics",383411,"big-data-analytics"
18211462,"Artificial Intelligence",456,"ai"
18211462,"Marketing",1238,"marketing"
18211462,"Business Intelligence",10538,"businessintell"
18211462,"Startup Businesses",21681,"startup-businesses"
18211462,"Finance",22467,"finance"
18211462,"oil and gas",23448,"oil-and-gas"
18211462,"Machine Learning",29971,"machine-learning"
18211462,"Agriculture",31555,"agriculture"
18211462,"neural networks",39679,"neural-networks"
18211462,"Computer programming",48471,"computer-programming"
18211462,"Artificial Intelligence Applications",90163,"artificial-intelligence-applications"
